87.20	2022-12-29 09:11:15	85.0	5.72
87.20	2022-12-29 09:11:34	84.95	5.78
87.20	2022-12-29 09:11:54	84.95	5.78
87.20	2022-12-29 09:12:13	84.95	5.78
87.20	2022-12-29 09:12:33	84.95	5.78
87.20	2022-12-29 09:12:53	84.95	5.78
87.20	2022-12-29 09:13:12	85.4	5.22
87.20	2022-12-29 09:13:32	85.4	5.22
87.20	2022-12-29 09:13:51	85.4	5.22
87.20	2022-12-29 09:14:11	85.0	5.72
87.20	2022-12-29 09:14:31	85.0	5.72
87.20	2022-12-29 09:14:50	85.0	5.72
87.20	2022-12-29 09:15:10	85.0	5.72
87.20	2022-12-29 09:15:29	85.0	5.72
87.20	2022-12-29 09:15:49	85.0	5.72
87.20	2022-12-29 09:16:09	85.0	5.72
87.20	2022-12-29 09:16:28	85.0	5.72
87.20	2022-12-29 09:16:48	85.0	5.72
87.2	2022-12-29 09:18:49	85.05	2.53
87.2	2022-12-29 09:19:09	85.35	2.17
87.2	2022-12-29 09:19:28	85.35	2.17
87.2	2022-12-29 09:19:48	85.5	1.99
87.2	2022-12-29 09:20:07	85.5	1.99
87.2	2022-12-29 09:20:27	85.4	2.11
87.2	2022-12-29 09:20:47	85.4	2.11
87.2	2022-12-29 09:21:06	85.4	2.11
87.2	2022-12-29 09:21:26	85.4	2.11
87.2	2022-12-29 09:21:46	85.4	2.11
87.2	2022-12-29 09:22:05	85.4	2.11
87.2	2022-12-29 09:22:25	85.4	2.11
87.2	2022-12-29 09:22:44	85.4	2.11
87.2	2022-12-29 09:23:04	85.4	2.11
87.2	2022-12-29 09:23:24	85.4	2.11
87.2	2022-12-29 09:23:43	85.4	2.11
87.2	2022-12-29 09:24:03	85.4	2.11
87.2	2022-12-29 09:24:23	85.4	2.11
87.2	2022-12-29 09:24:42	85.4	2.11
87.2	2022-12-29 09:25:02	85.4	2.11
87.2	2022-12-29 09:25:21	85.4	2.11
87.2	2022-12-29 09:25:41	85.4	2.11
87.2	2022-12-29 09:26:01	85.4	2.11
87.2	2022-12-29 09:26:20	85.4	2.11
87.2	2022-12-29 09:26:40	85.4	2.11
87.2	2022-12-29 09:27:00	85.4	2.11
87.2	2022-12-29 09:27:19	85.4	2.11
87.2	2022-12-29 09:27:39	85.4	2.11
87.2	2022-12-29 09:27:58	85.4	2.11
87.2	2022-12-29 09:28:18	85.4	2.11
87.2	2022-12-29 09:28:38	85.4	2.11
87.2	2022-12-29 09:28:57	85.4	2.11
87.2	2022-12-29 09:29:17	85.4	2.11
87.2	2022-12-29 09:29:47	85.4	2.11
87.2	2022-12-29 09:30:06	85.4	2.11
87.2	2022-12-29 09:30:26	85.4	2.11
87.2	2022-12-29 09:30:45	85.45	2.05
87.2	2022-12-29 09:31:04	85.55	1.93
87.2	2022-12-29 09:31:24	85.45	2.05
87.2	2022-12-29 09:31:43	85.6	1.87
87.2	2022-12-29 09:32:02	85.55	1.93
87.2	2022-12-29 09:32:22	85.35	2.17
87.2	2022-12-29 09:32:41	85.35	2.17
87.2	2022-12-29 09:33:01	85.5	1.99
